frame,time,mouse_id,behavior,node,x,y,z
3,0.1,0,0,nose,1.473420758928572,0.0,0.45528683035714296
4,0.1333333333333333,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
4,0.1333333333333333,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
4,0.1333333333333333,0,0,back_left_paw,1.90409375,0.0,0.14940625
4,0.1333333333333333,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
4,0.1333333333333333,0,0,back_right_paw,1.869703125,0.0,0.241546875
4,0.1333333333333333,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
4,0.1333333333333333,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
4,0.1333333333333333,0,0,nose,1.473420758928572,0.0,0.45528683035714296
5,0.1666666666666666,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
5,0.1666666666666666,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
5,0.1666666666666666,0,0,back_left_paw,1.90409375,0.0,0.14940625
5,0.1666666666666666,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
5,0.1666666666666666,0,0,back_right_paw,1.869703125,0.0,0.241546875
5,0.1666666666666666,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
5,0.1666666666666666,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
5,0.1666666666666666,0,0,nose,1.473420758928572,0.0,0.45528683035714296
6,0.2,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
6,0.2,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
6,0.2,0,0,back_left_paw,1.90409375,0.0,0.14940625
6,0.2,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
6,0.2,0,0,back_right_paw,1.869703125,0.0,0.241546875
6,0.2,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
6,0.2,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
6,0.2,0,0,nose,1.473420758928572,0.0,0.45528683035714296
7,0.2333333333333333,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
7,0.2333333333333333,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
7,0.2333333333333333,0,0,back_left_paw,1.90409375,0.0,0.14940625
7,0.2333333333333333,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
7,0.2333333333333333,0,0,back_right_paw,1.869703125,0.0,0.241546875
7,0.2333333333333333,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
7,0.2333333333333333,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
7,0.2333333333333333,0,0,nose,1.473420758928572,0.0,0.45528683035714296
8,0.2666666666666666,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
8,0.2666666666666666,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
8,0.2666666666666666,0,0,back_left_paw,1.90409375,0.0,0.14940625
8,0.2666666666666666,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
8,0.2666666666666666,0,0,back_right_paw,1.869703125,0.0,0.241546875
8,0.2666666666666666,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
8,0.2666666666666666,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
8,0.2666666666666666,0,0,nose,1.473420758928572,0.0,0.45528683035714296
9,0.3,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
9,0.3,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
9,0.3,0,0,back_left_paw,1.90409375,0.0,0.14940625
9,0.3,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
9,0.3,0,0,back_right_paw,1.869703125,0.0,0.241546875
9,0.3,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
9,0.3,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
9,0.3,0,0,nose,1.473420758928572,0.0,0.45528683035714296
10,0.3333333333333333,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
10,0.3333333333333333,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
10,0.3333333333333333,0,0,back_left_paw,1.90409375,0.0,0.14940625
10,0.3333333333333333,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
10,0.3333333333333333,0,0,back_right_paw,1.869703125,0.0,0.241546875
10,0.3333333333333333,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
10,0.3333333333333333,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
10,0.3333333333333333,0,0,nose,1.473420758928572,0.0,0.45528683035714296
11,0.3666666666666666,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
11,0.3666666666666666,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
11,0.3666666666666666,0,0,back_left_paw,1.90409375,0.0,0.14940625
11,0.3666666666666666,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
11,0.3666666666666666,0,0,back_right_paw,1.869703125,0.0,0.241546875
11,0.3666666666666666,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
11,0.3666666666666666,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
11,0.3666666666666666,0,0,nose,1.473420758928572,0.0,0.45528683035714296
12,0.4,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
12,0.4,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
12,0.4,0,0,back_left_paw,1.90409375,0.0,0.14940625
12,0.4,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
12,0.4,0,0,back_right_paw,1.869703125,0.0,0.241546875
12,0.4,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
12,0.4,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
12,0.4,0,0,nose,1.473420758928572,0.0,0.45528683035714296
13,0.4333333333333333,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
13,0.4333333333333333,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
13,0.4333333333333333,0,0,back_left_paw,1.90409375,0.0,0.14940625
13,0.4333333333333333,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
13,0.4333333333333333,0,0,back_right_paw,1.869703125,0.0,0.241546875
13,0.4333333333333333,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
13,0.4333333333333333,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
13,0.4333333333333333,0,0,nose,1.473420758928572,0.0,0.45528683035714296
14,0.4666666666666667,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
14,0.4666666666666667,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
14,0.4666666666666667,0,0,back_left_paw,1.90409375,0.0,0.14940625
14,0.4666666666666667,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
14,0.4666666666666667,0,0,back_right_paw,1.869703125,0.0,0.241546875
14,0.4666666666666667,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
14,0.4666666666666667,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
14,0.4666666666666667,0,0,nose,1.473420758928572,0.0,0.45528683035714296
15,0.5,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
15,0.5,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
15,0.5,0,0,back_left_paw,1.90409375,0.0,0.14940625
15,0.5,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
15,0.5,0,0,back_right_paw,1.869703125,0.0,0.241546875
15,0.5,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
15,0.5,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
15,0.5,0,0,nose,1.473420758928572,0.0,0.45528683035714296
16,0.5333333333333333,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
16,0.5333333333333333,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
16,0.5333333333333333,0,0,back_left_paw,1.90409375,0.0,0.14940625
16,0.5333333333333333,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
16,0.5333333333333333,0,0,back_right_paw,1.869703125,0.0,0.241546875
16,0.5333333333333333,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
16,0.5333333333333333,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
16,0.5333333333333333,0,0,nose,1.473420758928572,0.0,0.45528683035714296
17,0.5666666666666667,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
17,0.5666666666666667,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
17,0.5666666666666667,0,0,back_left_paw,1.90409375,0.0,0.14940625
17,0.5666666666666667,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
17,0.5666666666666667,0,0,back_right_paw,1.869703125,0.0,0.241546875
17,0.5666666666666667,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
17,0.5666666666666667,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
17,0.5666666666666667,0,0,nose,1.473420758928572,0.0,0.45528683035714296
18,0.6,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
18,0.6,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
18,0.6,0,0,back_left_paw,1.90409375,0.0,0.14940625
18,0.6,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
18,0.6,0,0,back_right_paw,1.869703125,0.0,0.241546875
18,0.6,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
18,0.6,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
18,0.6,0,0,nose,1.473420758928572,0.0,0.45528683035714296
19,0.6333333333333333,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
19,0.6333333333333333,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
19,0.6333333333333333,0,0,back_left_paw,1.90409375,0.0,0.14940625
19,0.6333333333333333,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
19,0.6333333333333333,0,0,back_right_paw,1.869703125,0.0,0.241546875
19,0.6333333333333333,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
19,0.6333333333333333,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
19,0.6333333333333333,0,0,nose,1.473420758928572,0.0,0.45528683035714296
20,0.6666666666666666,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
20,0.6666666666666666,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
20,0.6666666666666666,0,0,back_left_paw,1.90409375,0.0,0.14940625
20,0.6666666666666666,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
20,0.6666666666666666,0,0,back_right_paw,1.869703125,0.0,0.241546875
20,0.6666666666666666,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
20,0.6666666666666666,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
20,0.6666666666666666,0,0,nose,1.473420758928572,0.0,0.45528683035714296
21,0.7,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
21,0.7,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
21,0.7,0,0,back_left_paw,1.90409375,0.0,0.14940625
21,0.7,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
21,0.7,0,0,back_right_paw,1.869703125,0.0,0.241546875
21,0.7,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
21,0.7,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
21,0.7,0,0,nose,1.473420758928572,0.0,0.45528683035714296
22,0.7333333333333333,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
22,0.7333333333333333,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
22,0.7333333333333333,0,0,back_left_paw,1.90409375,0.0,0.14940625
22,0.7333333333333333,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
22,0.7333333333333333,0,0,back_right_paw,1.869703125,0.0,0.241546875
22,0.7333333333333333,0,0,front_left_paw,1.9171484375,0.0,0.2933671875
22,0.7333333333333333,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
22,0.7333333333333333,0,0,nose,1.473420758928572,0.0,0.45528683035714296
23,0.7666666666666667,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
23,0.7666666666666667,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
23,0.7666666666666667,0,0,back_left_paw,1.90409375,0.0,0.14940625
23,0.7666666666666667,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
23,0.7666666666666667,0,0,back_right_paw,1.869703125,0.0,0.241546875
23,0.7666666666666667,0,0,front_left_paw,1.917083705357143,0.0,0.2934587053571429
23,0.7666666666666667,0,0,front_right_paw,1.8821015625,0.0,0.2709453125
23,0.7666666666666667,0,0,nose,1.473420758928572,0.0,0.45528683035714296
24,0.8,0,0,back_base,1.695385044642857,0.0,0.5487555803571429
24,0.8,0,0,back_end,2.125333705357143,0.0,0.5370256696428573
24,0.8,0,0,back_left_paw,1.90409375,0.0,0.14940625
24,0.8,0,0,back_middle,1.872331473214286,0.0,0.5662042410714287
24,0.8,0,0,back_right_paw,1.869703125,0.0,0.241546875
24,0.8,0,0,front_left_paw,1.9137220982142855,0.0,0.2898587053571428
24,0.8,0,0,front_right_paw,1.8817276785714288,0.0,0.2707109375
24,0.8,0,0,nose,1.473420758928572,0.0,0.45528683035714296
25,0.8333333333333334,0,0,back_base,1.695061104910714,0.0,0.5490189732142856
25,0.8333333333333334,0,0,back_end,2.125009765625,0.0,0.5372890625
25,0.8333333333333334,0,0,back_left_paw,1.90409375,0.0,0.14940625
25,0.8333333333333334,0,0,back_middle,1.8720075334821429,0.0,0.5664676339285715
25,0.8333333333333334,0,0,back_right_paw,1.869703125,0.0,0.241546875
25,0.8333333333333334,0,0,front_left_paw,1.9070636160714287,0.0,0.2825671874999999
25,0.8333333333333334,0,0,front_right_paw,1.8817684151785716,0.0,0.2703370535714285
25,0.8333333333333334,0,0,nose,1.4730968191964289,0.0,0.4555502232142857
26,0.8666666666666667,0,0,back_base,1.6944132254464284,0.0,0.5495457589285714
26,0.8666666666666667,0,0,back_end,2.124361886160714,0.0,0.5378158482142857
26,0.8666666666666667,0,0,back_left_paw,1.90409375,0.0,0.14940625
26,0.8666666666666667,0,0,back_middle,1.8713596540178572,0.0,0.5669944196428572
26,0.8666666666666667,0,0,back_right_paw,1.869703125,0.0,0.241546875
26,0.8666666666666667,0,0,front_left_paw,1.8971082589285715,0.0,0.2715841517857143
26,0.8666666666666667,0,0,front_right_paw,1.8822237723214288,0.0,0.2698236607142856
26,0.8666666666666667,0,0,nose,1.4724489397321432,0.0,0.45607700892857145
27,0.9,0,0,back_base,1.6931548549107143,0.0,0.5498487723214285
27,0.9,0,0,back_end,2.123103515625,0.0,0.5381188616071428
27,0.9,0,0,back_left_paw,1.90409375,0.0,0.14940625
27,0.9,0,0,back_middle,1.870101283482143,0.0,0.5672974330357143
27,0.9,0,0,back_right_paw,1.869703125,0.0,0.241546875
27,0.9,0,0,front_left_paw,1.8838560267857145,0.0,0.2569095982142856
27,0.9,0,0,front_right_paw,1.8825630580357144,0.0,0.2703895089285714
27,0.9,0,0,nose,1.471190569196429,0.0,0.45638002232142855
28,0.9333333333333332,0,0,back_base,1.6909411272321428,0.0,0.5505005580357143
28,0.9333333333333332,0,0,back_end,2.120889787946429,0.0,0.5387706473214287
28,0.9333333333333332,0,0,back_left_paw,1.90409375,0.0,0.14940625
28,0.9333333333333332,0,0,back_middle,1.8678875558035717,0.0,0.5679492187500002
28,0.9333333333333332,0,0,back_right_paw,1.869703125,0.0,0.241546875
28,0.9333333333333332,0,0,front_left_paw,1.867306919642857,0.0,0.2385435267857143
28,0.9333333333333332,0,0,front_right_paw,1.8875943080357145,0.0,0.2629609375
28,0.9333333333333332,0,0,nose,1.4689768415178577,0.0,0.45703180803571436
29,0.9666666666666668,0,0,back_base,1.6885053013392854,0.0,0.5512176339285714
29,0.9666666666666668,0,0,back_end,2.1184539620535716,0.0,0.5394877232142857
29,0.9666666666666668,0,0,back_left_paw,1.90409375,0.0,0.14940625
29,0.9666666666666668,0,0,back_middle,1.8654517299107143,0.0,0.5686662946428572
29,0.9666666666666668,0,0,back_right_paw,1.869703125,0.0,0.241546875
29,0.9666666666666668,0,0,front_left_paw,1.8462064732142855,0.0,0.2202879464285714
29,0.9666666666666668,0,0,front_right_paw,1.8906677295918368,0.0,0.2557036830357143
29,0.9666666666666668,0,0,nose,1.4665410156250003,0.0,0.45774888392857144
30,1.0,0,0,back_base,1.6861648995535714,0.0,0.5516657366071428
30,1.0,0,0,back_end,2.1161135602678574,0.0,0.5399358258928572
30,1.0,0,0,back_left_paw,1.90409375,0.0,0.14940625
30,1.0,0,0,back_middle,1.8631113281250002,0.0,0.5691143973214287
30,1.0,0,0,back_right_paw,1.869703125,0.0,0.241546875
30,1.0,0,0,front_left_paw,1.8205892857142856,0.0,0.2013046875
30,1.0,0,0,front_right_paw,1.8917833227040812,0.0,0.2486177455357143
30,1.0,0,0,nose,1.4642006138392862,0.0,0.45819698660714286
31,1.0333333333333334,0,0,back_base,1.6830717075892854,0.0,0.5517918526785714
31,1.0333333333333334,0,0,back_end,2.1130203683035713,0.0,0.5400619419642858
31,1.0333333333333334,0,0,back_left_paw,1.90409375,0.0,0.14940625
31,1.0333333333333334,0,0,back_middle,1.8600181361607142,0.0,0.5692405133928573
31,1.0333333333333334,0,0,back_right_paw,1.869703125,0.0,0.241546875
31,1.0333333333333334,0,0,front_left_paw,1.7956785714285717,0.0,0.1845095982142857
31,1.0333333333333334,0,0,front_right_paw,1.8913149713010204,0.0,0.2419375
31,1.0333333333333334,0,0,nose,1.4611074218750002,0.0,0.4583231026785715
32,1.0666666666666669,0,0,back_base,1.6781104910714284,0.0,0.5518325892857143
32,1.0666666666666669,0,0,back_end,2.1080591517857146,0.0,0.5401026785714287
32,1.0666666666666669,0,0,back_left_paw,1.90409375,0.0,0.14940625
32,1.0666666666666669,0,0,back_middle,1.8550569196428572,0.0,0.5692812500000002
32,1.0666666666666669,0,0,back_right_paw,1.869703125,0.0,0.241546875
32,1.0666666666666669,0,0,front_left_paw,1.7729140625,0.0,0.170846875
32,1.0666666666666669,0,0,front_right_paw,1.8884741709183672,0.0,0.2355680803571428
32,1.0666666666666669,0,0,nose,1.4561462053571432,0.0,0.4583638392857144
33,1.1,0,0,back_base,1.6712812499999998,0.0,0.5517879464285713
33,1.1,0,0,back_end,2.1012299107142858,0.0,0.5400580357142857
33,1.1,0,0,back_left_paw,1.90409375,0.0,0.14940625
33,1.1,0,0,back_middle,1.8482276785714287,0.0,0.5692366071428572
33,1.1,0,0,back_right_paw,1.869703125,0.0,0.241546875
33,1.1,0,0,front_left_paw,1.753208705357143,0.0,0.1603321428571428
33,1.1,0,0,front_right_paw,1.8832609215561225,0.0,0.2295094866071429
33,1.1,0,0,nose,1.4493169642857147,0.0,0.4583191964285714
34,1.1333333333333333,0,0,back_base,1.6629414062499996,0.0,0.5516372767857143
34,1.1333333333333333,0,0,back_end,2.0928900669642854,0.0,0.5399073660714286
34,1.1333333333333333,0,0,back_left_paw,1.90409375,0.0,0.14940625
34,1.1333333333333333,0,0,back_middle,1.8398878348214285,0.0,0.5690859375000001
34,1.1333333333333333,0,0,back_right_paw,1.869703125,0.0,0.241546875
34,1.1333333333333333,0,0,front_left_paw,1.7358660714285714,0.0,0.1533939732142856
34,1.1333333333333333,0,0,front_right_paw,1.8762059151785715,0.0,0.22254296875
34,1.1333333333333333,0,0,nose,1.4409771205357145,0.0,0.45816852678571435
35,1.1666666666666667,0,0,back_base,1.6546052827380953,0.0,0.5510894717261905
35,1.1666666666666667,0,0,back_end,2.084553943452381,0.0,0.5393595610119049
35,1.1666666666666667,0,0,back_left_paw,1.90409375,0.0,0.14940625
35,1.1666666666666667,0,0,back_middle,1.831551711309524,0.0,0.5685381324404764
35,1.1666666666666667,0,0,back_right_paw,1.869703125,0.0,0.241546875
35,1.1666666666666667,0,0,front_left_paw,1.7225502232142855,0.0,0.1494386160714285
35,1.1666666666666667,0,0,front_right_paw,1.8625011160714289,0.0,0.2237421875
35,1.1666666666666667,0,0,nose,1.43264099702381,0.0,0.45762072172619056
36,1.2,0,0,back_base,1.6455396205357142,0.0,0.5504280133928571
36,1.2,0,0,back_end,2.07548828125,0.0,0.5386981026785714
36,1.2,0,0,back_left_paw,1.90409375,0.0,0.14940625
36,1.2,0,0,back_middle,1.822486049107143,0.0,0.5678766741071429
36,1.2,0,0,back_right_paw,1.869703125,0.0,0.241546875
36,1.2,0,0,front_left_paw,1.713837053571429,0.0,0.1458549107142856
36,1.2,0,0,front_right_paw,1.8487963169642856,0.0,0.22494140625
36,1.2,0,0,nose,1.423575334821429,0.0,0.45695926339285714
37,1.2333333333333334,0,0,back_base,1.6354268973214283,0.0,0.5499871651785714
37,1.2333333333333334,0,0,back_end,2.065375558035714,0.0,0.5382572544642857
37,1.2333333333333334,0,0,back_left_paw,1.90409375,0.0,0.14940625
37,1.2333333333333334,0,0,back_middle,1.8123733258928572,0.0,0.5674358258928572
37,1.2333333333333334,0,0,back_right_paw,1.869703125,0.0,0.241546875
37,1.2333333333333334,0,0,front_left_paw,1.7090223214285714,0.0,0.1426607142857143
37,1.2333333333333334,0,0,front_right_paw,1.835091517857143,0.0,0.226140625
37,1.2333333333333334,0,0,nose,1.4134626116071431,0.0,0.45651841517857145
38,1.2666666666666666,0,0,back_base,1.6245474330357144,0.0,0.5497353050595237
38,1.2666666666666666,0,0,back_end,2.05449609375,0.0,0.5380053943452381
38,1.2666666666666666,0,0,back_left_paw,1.90409375,0.0,0.14940625
38,1.2666666666666666,0,0,back_middle,1.8014938616071432,0.0,0.5671839657738096
38,1.2666666666666666,0,0,back_right_paw,1.867954799107143,0.0,0.2414642857142856
38,1.2666666666666666,0,0,front_left_paw,1.708279017857143,0.0,0.1410513392857143
38,1.2666666666666666,0,0,front_right_paw,1.82138671875,0.0,0.22733984375
38,1.2666666666666666,0,0,nose,1.4025831473214292,0.0,0.4562665550595238
39,1.3,0,0,back_base,1.6143404017857141,0.0,0.5491724330357143
39,1.3,0,0,back_end,2.0442890625,0.0,0.5374425223214286
39,1.3,0,0,back_left_paw,1.90409375,0.0,0.14940625
39,1.3,0,0,back_middle,1.791286830357143,0.0,0.5666210937500001
39,1.3,0,0,back_right_paw,1.8644581473214288,0.0,0.2412991071428571
39,1.3,0,0,front_left_paw,1.708568080357143,0.0,0.1399866071428571
39,1.3,0,0,front_right_paw,1.807681919642857,0.0,0.2285390625
39,1.3,0,0,nose,1.392376116071429,0.0,0.45570368303571435
40,1.3333333333333333,0,0,back_base,1.6048058035714285,0.0,0.5482985491071428
40,1.3333333333333333,0,0,back_end,2.0347544642857143,0.0,0.5365686383928572
40,1.3333333333333333,0,0,back_left_paw,1.90409375,0.0,0.14940625
40,1.3333333333333333,0,0,back_middle,1.7817522321428574,0.0,0.5657472098214287
40,1.3333333333333333,0,0,back_right_paw,1.8596940104166664,0.0,0.2397023809523809
40,1.3333333333333333,0,0,front_left_paw,1.7088359375,0.0,0.1402790178571429
40,1.3333333333333333,0,0,front_right_paw,1.7939771205357142,0.0,0.22973828125
40,1.3333333333333333,0,0,nose,1.3828415178571434,0.0,0.4548297991071429
41,1.3666666666666667,0,0,back_base,1.5963653738839285,0.0,0.5476714564732142
41,1.3666666666666667,0,0,back_end,2.0263140345982142,0.0,0.5359415457589286
41,1.3666666666666667,0,0,back_left_paw,1.90409375,0.0,0.14940625
41,1.3666666666666667,0,0,back_middle,1.7733118024553574,0.0,0.5651201171875001
41,1.3666666666666667,0,0,back_right_paw,1.853662388392857,0.0,0.2366741071428571
41,1.3666666666666667,0,0,front_left_paw,1.710206473214286,0.0,0.1406808035714285
41,1.3666666666666667,0,0,front_right_paw,1.7802723214285714,0.0,0.2309375
41,1.3666666666666667,0,0,nose,1.3744010881696433,0.0,0.4542027064732143
42,1.4,0,0,back_base,1.587849655877976,0.0,0.5470097191220238
42,1.4,0,0,back_end,2.0177983165922617,0.0,0.5352798084077381
42,1.4,0,0,back_left_paw,1.90409375,0.0,0.14940625
42,1.4,0,0,back_middle,1.7647960844494048,0.0,0.5644583798363096
42,1.4,0,0,back_right_paw,1.84636328125,0.0,0.2322142857142856
42,1.4,0,0,front_left_paw,1.7114765625,0.0,0.1414609375
42,1.4,0,0,front_right_paw,1.7665675223214288,0.0,0.23213671875
42,1.4,0,0,nose,1.3658853701636908,0.0,0.45354096912202385
43,1.4333333333333331,0,0,back_base,1.5792586495535714,0.0,0.5463133370535713
43,1.4333333333333331,0,0,back_end,2.0092073102678576,0.0,0.5345834263392857
43,1.4333333333333331,0,0,back_left_paw,1.90409375,0.0,0.14940625
43,1.4333333333333331,0,0,back_middle,1.7562050781250003,0.0,0.5637619977678572
43,1.4333333333333331,0,0,back_right_paw,1.8415034598214288,0.0,0.2261285714285713
43,1.4333333333333331,0,0,front_left_paw,1.7126808035714287,0.0,0.1412243303571428
43,1.4333333333333331,0,0,front_right_paw,1.7535962213010206,0.0,0.2314871651785714
43,1.4333333333333331,0,0,nose,1.3572943638392863,0.0,0.4528445870535714
44,1.4666666666666666,0,0,back_base,1.5705923549107144,0.0,0.5455823102678571
44,1.4666666666666666,0,0,back_end,2.000541015625,0.0,0.5338523995535714
44,1.4666666666666666,0,0,back_left_paw,1.90409375,0.0,0.14940625
44,1.4666666666666666,0,0,back_middle,1.7475387834821432,0.0,0.5630309709821429
44,1.4666666666666666,0,0,back_right_paw,1.839082924107143,0.0,0.2184169642857142
44,1.4666666666666666,0,0,front_left_paw,1.7149732142857144,0.0,0.1415837053571429
44,1.4666666666666666,0,0,front_right_paw,1.7417289540816328,0.0,0.2264040178571429
44,1.4666666666666666,0,0,nose,1.3486280691964292,0.0,0.45211356026785715
45,1.5,0,0,back_base,1.5627414899553569,0.0,0.544944103422619
45,1.5,0,0,back_end,1.9926901506696428,0.0,0.5332141927083334
45,1.5,0,0,back_left_paw,1.90409375,0.0,0.14940625
